,底本/出典,史料名,ID,記述内容,記述場所,,発生場所,年月日（作成）,年月日（作成）2,年月日（被害）,年月日（被害）3,伝聞・体験,被害種別,緯度経度,X,Y,座標レベル,座標に関する備考,備考
1552,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,倒家ハ場末ニ両三軒ニ御座候エ共イツレモ元来ノ破損家ニ御座候,勢洲津,,勢洲津,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1553,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,寺院方ハ大分破損出来申候其内モ廊下通天ナトハ別シテ破強御座候,勢洲津,,勢洲津,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1554,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,今以諷張震止ミ不申昼夜一両度モ余動ヒクヒク仕候事ニ御座候,勢洲津,,勢洲津,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1555,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,伊州潰家怪我人等書上ケノ儀委シク申上度候へ共未タ彼地ハ一向震止ミ不申候,勢洲津,,伊洲,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,余震,"34.80255486549232, 136.15790179133646",,,１,便宜的に三重県伊賀市伊賀国庁跡に置く,
1556,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,此節モ矢張昼夜十六七度二十四五度モ震候,勢洲津,,伊洲,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,余震,"34.80255486549232, 136.15790179133646",,,１,便宜的に三重県伊賀市伊賀国庁跡に置く,
1557,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,上野町中三丁死人百三十人余怪我人百四十余,勢洲津,,上野町中,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1558,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,潰家百六十七軒（中略）半潰家五百軒,勢洲津,,上野町中,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1559,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,焼失家六軒,勢洲津,,上野町中,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,火災,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1560,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,潰土蔵百五十九ケ所半潰土蔵二百四十七ケ所潰小屋三百八十四ケ所但シ小屋裏座敷向共半潰小屋百七十九ケ所,勢洲津,,上野町中,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1561,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,当月朔日夜丑刻ハ大震御座候趣最初ノ大地震ニツキ関脇ト申位ノ震ニ御座候由,勢洲津,,,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,地震動,,,,,,
1562,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,二日朝五ツ半時頃モ大分ノ震御座候趣,勢洲津,,,嘉永7年7月20日,1854年8月13日,嘉永7年7月2日,1854年7月26日,伝聞,余震,,,,,,
1563,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,右ノ節モ大分倒レ家出来候趣ニ御座候,勢洲津,,,嘉永7年7月20日,1854年8月13日,嘉永7年7月2日,1854年7月26日,伝聞,建物被害,,,,,,
1564,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,十九日トカ長田西蓮寺モ一宇モ不残倒レ申候,勢洲津,,長田西蓮寺,嘉永7年7月20日,1854年8月13日,嘉永7年6月19日,1854年7月13日,伝聞,建物被害,"34.759784031077295, 136.10607833278812",,,３,三重県伊賀市長田西蓮寺に置く,
1565,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,ヲトキ越モ山崩ニ御座候,勢洲津,,ヲトキ越,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,地変,"34.80315326355663, 136.0742135235186",,,３,三重県伊賀市御斎峠跡に置く,
1566,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,東村三田野間右三ケ村ハ殊ノ外即死人多分ノ由,勢洲津,,東村,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.78527938277361, 136.1007423523642",,,３,三重県伊賀市西高倉（旧新居村〔明治22年町村制施行により東村が合併〕）に置く,
1567,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,東村三田野間右三ケ村ハ殊ノ外即死人多分ノ由,勢洲津,,三田（村）,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.79214646111693, 136.12820008218387",,,３,三重県伊賀市三田公道に置く,
1568,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,東村三田野間右三ケ村ハ殊ノ外即死人多分ノ由,勢洲津,,野間（村）,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.792102434190895, 136.12817900428874",,,３,三重県伊賀市三田公道（旧三田村〔明治22年町村制により野間村が合併〕）に置く,
1569,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,野間村四十軒クラヒノ処即死九十人ト申事ニ御座候,勢洲津,,野間（村）,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.792102434190895, 136.12817900428874",,,３,三重県伊賀市三田公道（旧三田村〔明治22年町村制により野間村が合併〕）に置く,
1570,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,野間村四十軒クラヒノ処即死九十人ト申事ニ御座候,勢洲津,,野間（村）,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.792102434190895, 136.12817900428874",,,３,三重県伊賀市三田公道（旧三田村〔明治22年町村制により野間村が合併〕）に置く,
1571,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,三田村二百軒斗ノ処死人百六十何人ト申事ニ御座候,勢洲津,,三田村,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.79214646111693, 136.12820008218387",,,３,三重県伊賀市三田公道に置く,
1572,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,三田村二百軒斗ノ処死人百六十何人ト申事ニ御座候,勢洲津,,三田村,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.79214646111693, 136.12820008218387",,,３,三重県伊賀市三田公道に置く,
1573,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,其外処々地割ニテ夜分ハ往来一切無御座候大体一丁一丁半斗モワレツゝキ居候由,勢洲津,,三田村,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,地変,"34.79214646111693, 136.12820008218387",,,３,三重県伊賀市三田公道に置く,
1574,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,井戸泥水ニ相成候,勢洲津,,三田村,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,地下水,"34.79214646111693, 136.12820008218387",,,３,三重県伊賀市三田公道に置く,
1575,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,天神前平茂ト申酒造土蔵倒レ申候,勢洲津,,天神前,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1576,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,熊野辺ハ大分震候,勢洲津,,熊野,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"33.88899421747881, 136.10027940562335",,,２,三重県熊野市役所に置く,
1577,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,当国神戸ハ大橋ヨリ北ハ大体潰レ申候,勢洲津,,神戸,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.882708358007164, 136.58417327279784",,,２,三重県鈴鹿市役所に置く,
1578,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,寺院モ五六ケ所潰候ト申候,勢洲津,,神戸,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.882708358007164, 136.58417327279784",,,２,三重県鈴鹿市役所に置く,
1579,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,若松酒造蔵皆々潰申候,勢洲津,,,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,,,,,,
1580,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,亀山御城大破,勢洲津,,亀山御城,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.85633607664697, 136.45018164477284",,,３,三重県亀山市亀山城跡に置く,
1581,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,神戸櫓大鼓櫓崩中間,勢洲津,,神戸,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.882708358007164, 136.58417327279784",,,２,三重県鈴鹿市役所に置く,
1582,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,二人即死市中ハ五六人ノ即死ト申事ニ御座候,勢洲津,,神戸,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.882708358007164, 136.58417327279784",,,２,三重県鈴鹿市役所に置く,
1583,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,大和高取ノ御城崩候由承候,勢洲津,,高取城,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.42954735897638, 135.82682508903898",,,３,奈良県高取郡高取町高取城跡に置く,
1584,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,菰野ハ存外軽ク当所トハ少々強キ方位ニ相聞申候,勢洲津,,菰野,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"35.02004515444978, 136.50733354338982",,,３,三重県三重郡菰野町役場に置く,
1585,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,信楽ハ大分強候趣,勢洲津,,信楽,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.87810543583518, 136.05855464611733",,,２,便宜的に信楽町役場に置く,
1586,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,尤近山皆々崩候テ往来出来不申由,勢洲津,,信楽,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,地変,"34.87810543583518, 136.05855464611733",,,２,便宜的に信楽町役場に置く,
1587,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,中ニハ一尺斗モユリ込候屋敷等御座候趣ニ申来候,勢洲津,,信楽,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.87810543583518, 136.05855464611733",,,２,便宜的に信楽町役場に置く,
1588,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,併人怪我ハ無御座候由,勢洲津,,信楽,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,無被害,"34.87810543583518, 136.05855464611733",,,２,便宜的に信楽町役場に置く,
1589,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,又当所今以折々微震有之中ニハユサユサ仕候テヒク付申候程ノ震モ折節御座候,勢洲津,,勢洲津,嘉永7年7月20日,1854年8月13日,,,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1590,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,又翌当六日昼八ツ半時頃ユサユサ一震仕候処伊州上野余程大震ニテ瓦ナトモ少々落シ破損ノ軒ナト落候,勢洲津,,伊州上野,嘉永7年7月20日,1854年8月13日,嘉永7年7月6日,1854年7月30日,伝聞,余震,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1591,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,暮方マテ七八度夜中十度斗大分震候,勢洲津,,勢洲津,嘉永7年7月20日,1854年8月13日,,,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1592,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,町方ノ分死人百二十五人内男六十八人女五十七人外ニ藤堂半蔵家来工藤八右衛門東町旅宿ニテ相果申候,勢洲津,,伊州町方,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.80255486549232, 136.15790179133646",,,１,便宜的に三重県伊賀市伊賀国庁跡に置く,
1593,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,怪我人百四十一人内男七十三人女六十八人,勢洲津,,伊州町方,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.80255486549232, 136.15790179133646",,,１,便宜的に三重県伊賀市伊賀国庁跡に置く,
1594,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,潰家四百四十八軒　半潰家五百十九軒,勢洲津,,伊州町方,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.80255486549232, 136.15790179133646",,,１,便宜的に三重県伊賀市伊賀国庁跡に置く,
1595,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,焼失家六軒,勢洲津,,伊州町方,嘉永7年7月20日,1854年8月13日,嘉永7年6月15日,1854年7月9日,伝聞,火災,"34.80255486549232, 136.15790179133646",,,１,便宜的に三重県伊賀市伊賀国庁跡に置く,
